Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
128.00,3,TRUE,TRUE,TRUE,Marzdaran,5200000000.00,173333.33
60.00,1,TRUE,TRUE,TRUE,Pirouzi,1380000000.00,46000.00
85.00,2,TRUE,TRUE,TRUE,Northern Janatabad,3200000000.00,106666.67
85.00,2,TRUE,TRUE,TRUE,Islamshahr,565000000.00,18833.33
78.00,2,TRUE,FALSE,FALSE,Islamshahr,550000000.00,18333.33
38.00,1,TRUE,TRUE,FALSE,Pirouzi,850000000.00,28333.33
92.00,2,TRUE,FALSE,TRUE,Pirouzi,2760000000.00,92000.00
95.00,2,TRUE,TRUE,TRUE,Shahran,4650000000.00,155000.00
105.00,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,3900000000.00,130000.00
92.00,2,FALSE,FALSE,TRUE,Pardis,550000000.00,18333.33
76.00,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,2400000000.00,80000.00
85.00,2,TRUE,TRUE,TRUE,Yaftabad,1250000000.00,41666.67
161.00,3,TRUE,TRUE,TRUE,Gheitarieh,15350000000.00,511666.67
85.00,2,TRUE,TRUE,TRUE,Yaftabad,1250000000.00,41666.67
50.00,1,TRUE,FALSE,TRUE,Ray,750000000.00,25000.00
78.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2650000000.00,88333.33
54.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,2150000000.00,71666.67
100.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3800000000.00,126666.67
100.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,3500000000.00,116666.67
110.00,3,TRUE,TRUE,TRUE,Jeyhoon,2330000000.00,77666.67
57.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,2050000000.00,68333.33
63.00,2,TRUE,TRUE,FALSE,Andisheh,870000000.00,29000.00
100.00,2,TRUE,TRUE,TRUE,Ostad Moein,3600000000.00,120000.00
80.00,1,FALSE,TRUE,FALSE,Shahrake Qods,560000000.00,18666.67
115.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,4200000000.00,140000.00
68.00,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,1950000000.00,65000.00
75.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2350000000.00,78333.33
48.00,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,1900000000.00,63333.33
75.00,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,2450000000.00,81666.67
115.00,2,TRUE,TRUE,TRUE,Shahran,5000000000.00,166666.67
106.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,3500000000.00,116666.67
56.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1980000000.00,66000.00
58.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,2080000000.00,69333.33
95.00,2,TRUE,TRUE,TRUE,Central Janatabad,3700000000.00,123333.33
50.00,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,1900000000.00,63333.33
60.00,2,TRUE,TRUE,FALSE,Central Janatabad,2100000000.00,70000.00
60.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1920000000.00,64000.00
92.00,2,TRUE,TRUE,FALSE,Mehran,2500000000.00,83333.33
57.00,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,2300000000.00,76666.67
72.00,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,2300000000.00,76666.67
71.00,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,2280000000.00,76000.00
123.00,2,TRUE,TRUE,TRUE,Northren Jamalzadeh,3600000000.00,120000.00
50.00,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,1950000000.00,65000.00
58.00,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,1850000000.00,61666.67
54.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,2050000000.00,68333.33
85.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2350000000.00,78333.33
85.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3450000000.00,115000.00
125.00,3,FALSE,TRUE,TRUE,Nasim Shahr,1300000000.00,43333.33
55.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1920000000.00,64000.00
72.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2500000000.00,83333.33
58.00,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,1850000000.00,61666.67
115.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,5200000000.00,173333.33
100.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3450000000.00,115000.00
116.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,4170000000.00,139000.00
105.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3250000000.00,108333.33
60.00,1,TRUE,TRUE,FALSE,East Ferdows Boulevard,1800000000.00,60000.00
53.00,1,TRUE,TRUE,TRUE,Feiz Garden,2120000000.00,70666.67
55.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1780000000.00,59333.33
76.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2250000000.00,75000.00
111.00,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3500000000.00,116666.67
77.00,2,TRUE,TRUE,TRUE,Golestan,2150000000.00,71666.67
58.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,1860000000.00,62000.00
94.00,2,TRUE,TRUE,FALSE,Southern Program Organization,3200000000.00,106666.67
58.00,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,1880000000.00,62666.67
108.00,2,TRUE,TRUE,TRUE,Golestan,3300000000.00,110000.00
56.00,1,TRUE,TRUE,TRUE,Feiz Garden,2000000000.00,66666.67
84.00,2,TRUE,TRUE,TRUE,North Program Organization,3250000000.00,108333.33
60.00,2,TRUE,TRUE,TRUE,Azarbaijan,1950000000.00,65000.00
53.00,1,FALSE,TRUE,TRUE,Pardis,470000000.00,15666.67
73.00,2,TRUE,TRUE,TRUE,Pirouzi,2555000000.00,85166.67
73.00,2,FALSE,FALSE,TRUE,Pirouzi,1970000000.00,65666.67
150.00,3,TRUE,TRUE,TRUE,Pirouzi,5100000000.00,170000.00
114.00,2,TRUE,TRUE,TRUE,Pirouzi,3762000000.00,125400.00
66.00,2,TRUE,TRUE,TRUE,Ostad Moein,1585000000.00,52833.33
53.00,1,FALSE,TRUE,TRUE,Pardis,540000000.00,18000.00
125.00,3,TRUE,TRUE,TRUE,Pirouzi,4000000000.00,133333.33
145.00,3,TRUE,TRUE,TRUE,Gheitarieh,13625000000.00,454166.67
197.00,3,TRUE,TRUE,TRUE,Dezashib,18715000000.00,623833.33
105.00,2,TRUE,TRUE,TRUE,Koohsar,4000000000.00,133333.33
135.00,3,TRUE,TRUE,TRUE,Tenant,4050000000.00,135000.00
137.00,3,TRUE,TRUE,TRUE,Shams Abad,4660000000.00,155333.33
90.00,2,TRUE,TRUE,FALSE,Central Janatabad,3200000000.00,106666.67
125.00,2,TRUE,TRUE,TRUE,Southern Janatabad,6625000000.00,220833.33
175.00,3,TRUE,TRUE,TRUE,Gheitarieh,15500000000.00,516666.67
52.00,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,2300000000.00,76666.67
110.00,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3100000000.00,103333.33
110.00,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3100000000.00,103333.33
112.00,2,TRUE,FALSE,TRUE,Persian Gulf Martyrs Lake,3300000000.00,110000.00
65.00,2,TRUE,TRUE,TRUE,Shahran,2150000000.00,71666.67
48.00,1,TRUE,TRUE,TRUE,Andisheh,400000000.00,13333.33
105.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,2800000000.00,93333.33
56.00,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,2240000000.00,74666.67
108.00,2,TRUE,TRUE,TRUE,Golestan,1900000000.00,63333.33
78.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2920000000.00,97333.33
85.00,2,TRUE,TRUE,TRUE,Parand,520000000.00,17333.33
105.00,2,TRUE,TRUE,TRUE,Pardis,535000000.00,17833.33
145.00,3,TRUE,TRUE,TRUE,Saadat Abad,11000000000.00,366666.67
145.00,3,TRUE,TRUE,TRUE,Punak,8990000000.00,299666.67
140.00,3,TRUE,TRUE,TRUE,Punak,6200000000.00,206666.67
66.00,2,TRUE,TRUE,TRUE,Ostad Moein,1580000000.00,52666.67
121.00,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3650000000.00,121666.67
105.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3250000000.00,108333.33
150.00,2,FALSE,TRUE,TRUE,Chardangeh,1200000000.00,40000.00
98.00,2,TRUE,TRUE,TRUE,Central Janatabad,4480000000.00,149333.33
108.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3350000000.00,111666.67
95.00,2,TRUE,TRUE,TRUE,Ostad Moein,2600000000.00,86666.67
64.00,1,FALSE,FALSE,TRUE,Fallah,900000000.00,30000.00
75.00,1,TRUE,FALSE,TRUE,Fallah,1875000000.00,62500.00
50.00,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,1950000000.00,65000.00
90.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,2500000000.00,83333.33
93.00,2,TRUE,TRUE,TRUE,Fallah,1510000000.00,50333.33
148.00,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,5750000000.00,191666.67
64.00,1,FALSE,TRUE,FALSE,Eskandari,1050000000.00,35000.00
114.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3600000000.00,120000.00
107.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3500000000.00,116666.67
113.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3270000000.00,109000.00
115.00,2,TRUE,TRUE,TRUE,Gheitarieh,7400000000.00,246666.67
115.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,3600000000.00,120000.00
120.00,2,TRUE,TRUE,TRUE,Gholhak,8400000000.00,280000.00
76.00,2,TRUE,TRUE,TRUE,Central Janatabad,2700000000.00,90000.00
106.00,2,TRUE,TRUE,TRUE,North Program Organization,4520000000.00,150666.67
105.00,2,TRUE,TRUE,TRUE,Gheitarieh,6900000000.00,230000.00
87.00,2,FALSE,FALSE,TRUE,Ray,1570000000.00,52333.33
68.00,2,TRUE,TRUE,TRUE,Ostad Moein,1970000000.00,65666.67
70.00,2,TRUE,TRUE,TRUE,Punak,2580000000.00,86000.00
165.00,3,TRUE,TRUE,TRUE,Ostad Moein,5250000000.00,175000.00
365.00,4,TRUE,TRUE,TRUE,Dorous,47450000000.00,1581666.67
175.00,3,TRUE,TRUE,TRUE,Pasdaran,15500000000.00,516666.67
50.00,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,1950000000.00,65000.00
70.00,2,TRUE,TRUE,TRUE,Saadat Abad,4800000000.00,160000.00
165.00,3,TRUE,TRUE,TRUE,Marzdaran,10230000000.00,341000.00
115.00,2,TRUE,TRUE,TRUE,Central Janatabad,5080000000.00,169333.33
93.00,2,TRUE,FALSE,TRUE,Shahr-e-Ziba,2900000000.00,96666.67
181.00,3,TRUE,TRUE,TRUE,Marzdaran,13000000000.00,433333.33
57.00,1,TRUE,TRUE,TRUE,Ostad Moein,1600000000.00,53333.33
175.00,3,TRUE,TRUE,TRUE,Marzdaran,11375000000.00,379166.67
146.00,3,TRUE,TRUE,TRUE,Marzdaran,8500000000.00,283333.33
135.00,3,TRUE,TRUE,TRUE,Marzdaran,6200000000.00,206666.67
50.00,1,TRUE,TRUE,TRUE,Southern Program Organization,1980000000.00,66000.00
110.00,2,TRUE,TRUE,TRUE,Pardis,535000000.00,17833.33
108.00,2,TRUE,TRUE,TRUE,Mahallati,7000000000.00,233333.33
121.00,3,TRUE,TRUE,TRUE,Pardis,610000000.00,20333.33
220.00,3,TRUE,TRUE,TRUE,Elahieh,35200000000.00,1173333.33
240.00,4,TRUE,TRUE,TRUE,Elahieh,38500000000.00,1283333.33
90.00,2,TRUE,TRUE,TRUE,Shahrakeh Naft,5500000000.00,183333.33
117.00,2,TRUE,TRUE,TRUE,Niavaran,12500000000.00,416666.67
142.00,3,TRUE,TRUE,TRUE,Punak,7550000000.00,251666.67
55.00,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,1950000000.00,65000.00
85.00,2,TRUE,TRUE,TRUE,Shahran,3300000000.00,110000.00
162.00,3,TRUE,TRUE,TRUE,Niavaran,16300000000.00,543333.33
100.00,2,TRUE,TRUE,TRUE,Ajudaniye,6500000000.00,216666.67
165.00,3,TRUE,TRUE,TRUE,Shahrake Gharb,12400000000.00,413333.33
150.00,3,TRUE,TRUE,TRUE,Niavaran,15000000000.00,500000.00
83.00,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1450000000.00,48333.33
200.00,3,TRUE,FALSE,TRUE,West Pars,10000000000.00,333333.33
95.00,2,TRUE,TRUE,TRUE,Abazar,6700000000.00,223333.33
82.00,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,2350000000.00,78333.33
112.00,3,TRUE,TRUE,TRUE,Shahran,5600000000.00,186666.67
96.00,2,TRUE,TRUE,TRUE,Northern Janatabad,3900000000.00,130000.00
86.00,3,TRUE,TRUE,TRUE,Parand,425000000.00,14166.67
105.00,2,TRUE,TRUE,TRUE,Pardis,940000000.00,31333.33
115.00,2,TRUE,TRUE,TRUE,Ostad Moein,3280000000.00,109333.33
87.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3000000000.00,100000.00
165.00,3,TRUE,TRUE,TRUE,Farmanieh,11500000000.00,383333.33
135.00,3,TRUE,TRUE,TRUE,Marzdaran,7425000000.00,247500.00
110.00,2,TRUE,TRUE,TRUE,Feiz Garden,3670000000.00,122333.33
80.00,2,TRUE,TRUE,TRUE,Southern Janatabad,3500000000.00,116666.67
66.00,2,TRUE,TRUE,TRUE,Southern Janatabad,1800000000.00,60000.00
88.00,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1550000000.00,51666.67
70.00,1,TRUE,TRUE,FALSE,Shahrake Qods,870000000.00,29000.00
130.00,3,TRUE,TRUE,TRUE,Feiz Garden,5600000000.00,186666.67
87.00,2,TRUE,TRUE,TRUE,North Program Organization,3000000000.00,100000.00
86.00,2,TRUE,TRUE,TRUE,Southern Janatabad,4500000000.00,150000.00
62.00,1,TRUE,TRUE,TRUE,Southern Program Organization,2400000000.00,80000.00
125.00,3,TRUE,TRUE,TRUE,Punak,6300000000.00,210000.00
87.00,2,TRUE,TRUE,TRUE,Pardis,725000000.00,24166.67
70.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2000000000.00,66666.67
65.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2700000000.00,90000.00
64.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2100000000.00,70000.00
62.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2200000000.00,73333.33
70.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2500000000.00,83333.33
140.00,3,TRUE,TRUE,TRUE,Gheitarieh,8000000000.00,266666.67
125.00,3,TRUE,TRUE,TRUE,Gheitarieh,7100000000.00,236666.67
68.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2100000000.00,70000.00
67.00,2,TRUE,FALSE,FALSE,West Ferdows Boulevard,2200000000.00,73333.33
64.00,2,TRUE,TRUE,TRUE,Southern Janatabad,2050000000.00,68333.33
64.00,2,TRUE,TRUE,FALSE,Jeyhoon,1500000000.00,50000.00
95.00,2,TRUE,TRUE,FALSE,Northern Janatabad,3900000000.00,130000.00
97.00,2,TRUE,TRUE,TRUE,Pardis,770000000.00,25666.67
136.00,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,4300000000.00,143333.33
70.00,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,2400000000.00,80000.00
85.00,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1507000000.00,50233.33
105.00,2,TRUE,TRUE,TRUE,Pardis,950000000.00,31666.67
50.00,1,TRUE,FALSE,TRUE,North Program Organization,1900000000.00,63333.33
57.00,1,TRUE,TRUE,TRUE,Southern Program Organization,2750000000.00,91666.67
121.00,3,TRUE,TRUE,TRUE,Pardis,610000000.00,20333.33
95.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3300000000.00,110000.00
65.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2380000000.00,79333.33
100.00,2,FALSE,TRUE,FALSE,Tehransar,2000000000.00,66666.67
128.00,3,TRUE,TRUE,TRUE,Kook,3950000000.00,131666.67
93.00,2,TRUE,TRUE,TRUE,Gheitarieh,6000000000.00,200000.00
75.00,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1275000000.00,42500.00
133.00,4,TRUE,TRUE,FALSE,Jeyhoon,4700000000.00,156666.67
100.00,2,TRUE,TRUE,TRUE,Northern Janatabad,4450000000.00,148333.33
140.00,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,4800000000.00,160000.00
92.00,2,TRUE,TRUE,TRUE,Central Janatabad,3570000000.00,119000.00
120.00,2,TRUE,TRUE,FALSE,Amirabad,4500000000.00,150000.00
45.00,1,TRUE,TRUE,FALSE,Jeyhoon,1030000000.00,34333.33
130.00,2,TRUE,TRUE,FALSE,Gheitarieh,6890000000.00,229666.67
95.00,2,FALSE,TRUE,TRUE,Nawab,2185000000.00,72833.33
150.00,3,FALSE,FALSE,FALSE,Gheitarieh,10500000000.00,350000.00
72.00,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1206000000.00,40200.00
60.00,1,TRUE,TRUE,TRUE,Central Janatabad,3350000000.00,111666.67
190.00,3,TRUE,TRUE,TRUE,Dorous,12000000000.00,400000.00
125.00,2,TRUE,TRUE,TRUE,Shahrake Gharb,9750000000.00,325000.00
90.00,2,TRUE,TRUE,TRUE,North Program Organization,3420000000.00,114000.00
105.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,4100000000.00,136666.67
90.00,2,TRUE,TRUE,TRUE,Shahran,2850000000.00,95000.00
102.00,2,TRUE,TRUE,TRUE,Southern Janatabad,5600000000.00,186666.67
50.00,1,TRUE,TRUE,TRUE,Ostad Moein,1500000000.00,50000.00
66.00,2,TRUE,TRUE,FALSE,Punak,2250000000.00,75000.00
125.00,3,TRUE,TRUE,TRUE,Yousef Abad,8750000000.00,291666.67
132.00,3,TRUE,TRUE,TRUE,Parand,2050000000.00,68333.33
103.00,2,TRUE,TRUE,TRUE,Central Janatabad,4300000000.00,143333.33
270.00,5,TRUE,TRUE,FALSE,Yousef Abad,13500000000.00,450000.00
130.00,2,TRUE,TRUE,TRUE,Shahran,4180000000.00,139333.33
77.00,2,TRUE,TRUE,FALSE,,2020000000.00,67333.33
71.00,1,TRUE,TRUE,TRUE,,2300000000.00,76666.67
160.00,3,TRUE,TRUE,TRUE,Amirabad,8320000000.00,277333.33
110.00,2,TRUE,TRUE,TRUE,Shahran,3410000000.00,113666.67
75.00,2,TRUE,TRUE,TRUE,Shahran,1980000000.00,66000.00
75.00,2,TRUE,TRUE,TRUE,Shahran,2400000000.00,80000.00
85.00,2,TRUE,TRUE,TRUE,Northern Suhrawardi,4500000000.00,150000.00
225.00,3,TRUE,TRUE,TRUE,Heravi,15750000000.00,525000.00
130.00,3,TRUE,TRUE,TRUE,Saadat Abad,8500000000.00,283333.33
73.00,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1679000000.00,55966.67
95.00,2,TRUE,TRUE,TRUE,Saadat Abad,5500000000.00,183333.33
250.00,4,TRUE,TRUE,FALSE,Shahrake Gharb,35000000000.00,1166666.67
65.00,2,TRUE,TRUE,TRUE,Salsabil,1750000000.00,58333.33
64.00,2,TRUE,TRUE,TRUE,Azarbaijan,2090000000.00,69666.67
94.00,2,TRUE,TRUE,TRUE,Villa,4130000000.00,137666.67
110.00,2,TRUE,TRUE,TRUE,Pardis,375000000.00,12500.00
105.00,2,TRUE,TRUE,TRUE,Pardis,550000000.00,18333.33
145.00,3,TRUE,TRUE,TRUE,Heravi,9000000000.00,300000.00
105.00,2,TRUE,TRUE,TRUE,Pardis,875000000.00,29166.67
120.00,2,TRUE,TRUE,TRUE,Farmanieh,12000000000.00,400000.00
100.00,2,TRUE,TRUE,TRUE,Hakimiyeh,3100000000.00,103333.33
115.00,2,TRUE,TRUE,TRUE,Water Organization,3800000000.00,126666.67
100.00,2,FALSE,TRUE,TRUE,Shahr-e-Ziba,3300000000.00,110000.00
63.00,1,TRUE,TRUE,TRUE,Ostad Moein,1280000000.00,42666.67
55.00,1,FALSE,FALSE,FALSE,West Ferdows Boulevard,1900000000.00,63333.33
220.00,3,TRUE,TRUE,TRUE,Heravi,15400000000.00,513333.33
123.00,3,TRUE,TRUE,TRUE,Nezamabad,3300000000.00,110000.00
81.00,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,1420000000.00,47333.33
130.00,3,TRUE,TRUE,TRUE,Jeyhoon,2800000000.00,93333.33
108.00,2,TRUE,TRUE,TRUE,Pasdaran,7700000000.00,256666.67
135.00,3,TRUE,TRUE,TRUE,Qasr-od-Dasht,2950000000.00,98333.33
82.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3500000000.00,116666.67
120.00,2,TRUE,TRUE,TRUE,Southern Program Organization,4250000000.00,141666.67
303.00,3,TRUE,TRUE,TRUE,Ajudaniye,30000000000.00,1000000.00
200.00,3,TRUE,TRUE,TRUE,Ozgol,18000000000.00,600000.00
50.00,1,TRUE,TRUE,TRUE,Shahran,1850000000.00,61666.67
80.00,2,TRUE,TRUE,TRUE,Shahran,3550000000.00,118333.33
100.00,2,TRUE,TRUE,TRUE,Pardis,1100000000.00,36666.67
85.00,2,TRUE,TRUE,TRUE,Shahran,2380000000.00,79333.33
44.00,1,TRUE,TRUE,FALSE,Shahran,1390000000.00,46333.33
115.00,2,TRUE,TRUE,TRUE,Tajrish,8200000000.00,273333.33
75.00,2,TRUE,TRUE,TRUE,North Program Organization,2930000000.00,97666.67
65.00,1,TRUE,TRUE,TRUE,Shahran,2220000000.00,74000.00
86.00,2,TRUE,TRUE,TRUE,Central Janatabad,3480000000.00,116000.00
106.00,2,TRUE,TRUE,TRUE,Yousef Abad,5700000000.00,190000.00
203.00,3,TRUE,TRUE,TRUE,Zaferanieh,36000000000.00,1200000.00
92.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,2700000000.00,90000.00
62.00,1,TRUE,TRUE,TRUE,Southern Program Organization,2170000000.00,72333.33
92.00,2,TRUE,TRUE,TRUE,Pasdaran,6700000000.00,223333.33
180.00,3,TRUE,TRUE,TRUE,Pasdaran,9900000000.00,330000.00
85.00,2,TRUE,TRUE,TRUE,Central Janatabad,3150000000.00,105000.00
60.00,1,TRUE,TRUE,TRUE,Saadat Abad,3300000000.00,110000.00
100.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,3400000000.00,113333.33
100.00,2,TRUE,TRUE,TRUE,Northern Janatabad,5100000000.00,170000.00
121.00,2,TRUE,TRUE,TRUE,Garden of Saba,7500000000.00,250000.00
63.00,1,TRUE,TRUE,TRUE,Farmanieh,5600000000.00,186666.67
98.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,4400000000.00,146666.67
67.00,2,TRUE,TRUE,TRUE,Pasdaran,3500000000.00,116666.67
87.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2830000000.00,94333.33
115.00,3,TRUE,TRUE,TRUE,Pasdaran,5300000000.00,176666.67
49.00,1,FALSE,FALSE,TRUE,Punak,2300000000.00,76666.67
40.00,0,FALSE,TRUE,FALSE,Ostad Moein,650000000.00,21666.67
130.00,3,TRUE,TRUE,TRUE,Yousef Abad,8000000000.00,266666.67
144.00,3,TRUE,TRUE,FALSE,Pasdaran,8000000000.00,266666.67
66.00,2,TRUE,TRUE,TRUE,Ostad Moein,1585000000.00,52833.33
53.00,1,TRUE,TRUE,TRUE,Southern Janatabad,2430000000.00,81000.00
88.00,2,TRUE,TRUE,TRUE,Central Janatabad,3400000000.00,113333.33
105.00,2,TRUE,TRUE,TRUE,Southern Janatabad,3900000000.00,130000.00
90.00,2,TRUE,TRUE,TRUE,Qalandari,6560000000.00,218666.67
125.00,2,TRUE,TRUE,TRUE,Dezashib,11250000000.00,375000.00
75.00,2,TRUE,TRUE,TRUE,Tarasht,2150000000.00,71666.67
170.00,3,TRUE,TRUE,TRUE,Niavaran,17000000000.00,566666.67
204.00,3,TRUE,TRUE,TRUE,Elahieh,32640000000.00,1088000.00
95.00,2,TRUE,TRUE,TRUE,Feiz Garden,3600000000.00,120000.00
54.00,1,TRUE,TRUE,FALSE,Andisheh,500000000.00,16666.67
98.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,3220000000.00,107333.33
90.00,2,TRUE,TRUE,TRUE,Feiz Garden,3600000000.00,120000.00
97.00,2,TRUE,TRUE,TRUE,Feiz Garden,3800000000.00,126666.67
71.00,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,2530000000.00,84333.33
150.00,3,TRUE,TRUE,TRUE,Shahrake Gharb,12000000000.00,400000.00
116.00,3,TRUE,TRUE,TRUE,Pasdaran,8100000000.00,270000.00
120.00,2,TRUE,TRUE,TRUE,Saadat Abad,8600000000.00,286666.67
79.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,2400000000.00,80000.00
79.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3100000000.00,103333.33
135.00,2,TRUE,TRUE,TRUE,Dorous,10000000000.00,333333.33
110.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3950000000.00,131666.67
75.00,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,1890000000.00,63000.00
110.00,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,4700000000.00,156666.67
87.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3800000000.00,126666.67
75.00,2,TRUE,TRUE,TRUE,Punak,3750000000.00,125000.00
108.00,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,3950000000.00,131666.67
110.00,2,TRUE,TRUE,TRUE,Central Janatabad,5700000000.00,190000.00
100.00,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,5100000000.00,170000.00
63.00,1,TRUE,TRUE,TRUE,Ostad Moein,1280000000.00,42666.67
140.00,3,TRUE,TRUE,TRUE,Shahrake Gharb,9200000000.00,306666.67
72.00,2,TRUE,TRUE,FALSE,Southern Janatabad,2113000000.00,70433.33
73.00,2,TRUE,TRUE,FALSE,Southern Janatabad,2108000000.00,70266.67
145.00,3,TRUE,TRUE,TRUE,Dezashib,12325000000.00,410833.33
75.00,2,TRUE,TRUE,FALSE,Northern Janatabad,2385000000.00,79500.00
92.00,2,TRUE,TRUE,TRUE,Yousef Abad,6300000000.00,210000.00
80.00,2,TRUE,TRUE,TRUE,Si Metri Ji,2220000000.00,74000.00
127.00,2,TRUE,TRUE,TRUE,Ekhtiarieh,8890000000.00,296333.33
66.00,2,TRUE,TRUE,TRUE,Ostad Moein,1585000000.00,52833.33
74.00,2,TRUE,TRUE,TRUE,Yousef Abad,3920000000.00,130666.67
105.00,3,TRUE,TRUE,TRUE,Parand,1260000000.00,42000.00
112.00,3,TRUE,TRUE,FALSE,Parand,1400000000.00,46666.67
120.00,2,TRUE,TRUE,TRUE,Shahrake Gharb,7500000000.00,250000.00
123.00,3,TRUE,TRUE,TRUE,Pardis,500000000.00,16666.67
140.00,3,TRUE,TRUE,TRUE,Shahrake Gharb,10000000000.00,333333.33
